banco;comercio;tipo;descuento;descuento_pct;tope;dias;horario;lugares;tarjetas;modalidad;region;vigencia;url;condiciones
BCI;Gaetano;;40% dcto · Todos los jueves;40;$40.000;Jueves;;Gaetano, Maule;Exclusivo con tus tarjetas de Crédito Bci.;Presencial;Región Maule;2026-08-01 → 2026-10-01;https://www.instagram.com/gaetano.talca/?hl=es-la;40% de descuento con tope de $40.000 al momento de pagar en el comercio.  / Para hacer efectivo el descuento Bci, debes solicitarlo en el restaurante antes de realizar la compra. / Descuento no aplica sobre el costo de propina. / No acumulable con otras promociones y/o descuentos.  / Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta Líder Bci. /  / Legal: 40% de descuento en el total de la cuenta, con tope de $40.000 pagando con Tarjetas de Crédito Bci. Válido solo para compras presenciales, no se consideran las compras a través de otros canales. Para hacer efectivo el descuento, debes solicitarlo al momento de pedir la cuenta. Este beneficio se podrá utilizar solo una vez al día y no es acumulable con otras promociones y/o descuentos. Descuento no aplica sobre el costo de propina. El beneficio se aplica de manera presencial según la disponibilidad de cada comercio. Los precios, calidad, estado y entrega de los productos y servicios ofrecidos son de exclusiva responsabilidad de los comercios adheridos, sin responsabilidad alguna de Bci en ello ni en la ulterior atención que se demande. Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta  MACH y Lider Bci.
BCI;Hijo del Inca;La Reina y Providencia;40% dcto · Todos los jueves;40;$40.000;Jueves;;Hijo del Inca, La Reina;Exclusivo con tus tarjetas de Crédito o Débito Bci.;Presencial;Región Metropolitana;2026-08-01 → 2026-10-01;https://www.instagram.com/hijodelinca.cl/?hl=en;40% de descuento con tope de $40.000 al momento de pagar en el comercio.  / Para hacer efectivo el descuento Bci, debes solicitarlo en el restaurante antes de realizar la compra. / Descuento no aplica sobre el costo de propina. / No acumulable con otras promociones y/o descuentos.  / Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta Líder Bci. /  / Legal: 40% de descuento en el total de la cuenta, con tope de $40.000 pagando con Tarjetas de Débito y Crédito Bci. Válido solo para compras presenciales, no se consideran las compras a través de otros canales. Para hacer efectivo el descuento, debes solicitarlo al momento de pedir la cuenta. Este beneficio se podrá utilizar solo una vez al día y no es acumulable con otras promociones y/o descuentos. Descuento no aplica sobre el costo de propina. El beneficio se aplica de manera presencial según la disponibilidad de cada comercio. Los precios, calidad, estado y entrega de los productos y servicios ofrecidos son de exclusiva responsabilidad de los comercios adheridos, sin responsabilidad alguna de Bci en ello ni en la ulterior atención que se demande. Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta  MACH y Lider Bci.
BCI;Impasto Restobar;Providencia;40% dcto · Miércoles y viernes;40;$40.000;Lunes, Miércoles, Viernes;;Impasto Restobar, Providencia;Exclusivo con tus tarjetas de Crédito o Débito Bci.;Presencial;Región Metropolitana;2026-08-01 → 2026-10-01;https://www.instagram.com/impasto.restobar/?hl=es;40% de descuento con tope de $40.000 al momento de pagar en el comercio.  / Para hacer efectivo el descuento Bci, debes solicitarlo en el restaurante antes de realizar la compra. / Descuento no aplica sobre el costo de propina. / No acumulable con otras promociones y/o descuentos.  / Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta Líder Bci. /  / Legal: 40% de descuento en el total de la cuenta, con tope de $40.000 pagando con Tarjetas de Débito y Crédito Bci. Válido solo para compras presenciales, no se consideran las compras a través de otros canales. Para hacer efectivo el descuento, debes solicitarlo al momento de pedir la cuenta. Este beneficio se podrá utilizar solo una vez al día y no es acumulable con otras promociones y/o descuentos. Descuento no aplica sobre el costo de propina. El beneficio se aplica de manera presencial según la disponibilidad de cada comercio. Los precios, calidad, estado y entrega de los productos y servicios ofrecidos son de exclusiva responsabilidad de los comercios adheridos, sin responsabilidad alguna de Bci en ello ni en la ulterior atención que se demande. Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta  MACH y Lider Bci.
BCI;Kanpai;;40% dcto · Todos los martes;40;$40.000;Martes, Jueves;;Kanpai, O'higgins;Exclusivo con tus tarjetas de Crédito Bci.;Presencial;Región O'higgins;2026-08-01 → 2026-10-01;https://www.instagram.com/kanpai_pichilemu/?hl=es;40% de descuento con tope de $40.000 al momento de pagar en el comercio.  / Para hacer efectivo el descuento Bci, debes solicitarlo en el restaurante antes de realizar la compra. / Descuento no aplica sobre el costo de propina. / No acumulable con otras promociones y/o descuentos.  / Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta Líder Bci. /  / Legal: 40% de descuento en el total de la cuenta, con tope de $40.000 pagando con Tarjetas de Crédito Bci. Válido solo para compras presenciales, no se consideran las compras a través de otros canales. Para hacer efectivo el descuento, debes solicitarlo al momento de pedir la cuenta. Este beneficio se podrá utilizar solo una vez al día y no es acumulable con otras promociones y/o descuentos. Descuento no aplica sobre el costo de propina. El beneficio se aplica de manera presencial según la disponibilidad de cada comercio. Los precios, calidad, estado y entrega de los productos y servicios ofrecidos son de exclusiva responsabilidad de los comercios adheridos, sin responsabilidad alguna de Bci en ello ni en la ulterior atención que se demande. Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta  MACH y Lider Bci.
BCI;Kató Tasty Caos;Isidora Goyenechea;40% dcto · Todos los viernes;40;$40.000;Miércoles, Viernes;;Kató Tasty Caos, Las Condes;Exclusivo con tus tarjetas Bci Visa Siganture, Visa Infinite y Mastercard Black;Presencial;Región Metropolitana;2026-08-01 → 2026-10-01;https://katotastycaos.cl/;40% de descuento con tope de $40.000 al momento de pagar en el comercio.  / Para hacer efectivo el descuento Bci, debes solicitarlo en el restaurante antes de realizar la compra. / Descuento no aplica sobre el costo de propina. / No acumulable con otras promociones y/o descuentos.  / Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta Líder Bci. /  / Legal: 40% de descuento en el total de la cuenta, con tope de $40.000 pagando con Tarjetas de Crédito Bci Mastercard Black, Visa Signature y Visa Infinte. Válido solo para compras presenciales, no se consideran las compras a través de otros canales. Para hacer efectivo el descuento, debes solicitarlo al momento de pedir la cuenta. Este beneficio se podrá utilizar solo una vez al día y no es acumulable con otras promociones y/o descuentos. Descuento no aplica sobre el costo de propina. El beneficio se aplica de manera presencial según la disponibilidad de cada comercio. Los precios, calidad, estado y entrega de los productos y servicios ofrecidos son de exclusiva responsabilidad de los comercios adheridos, sin responsabilidad alguna de Bci en ello ni en la ulterior atención que se demande. Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta  MACH y Lider Bci.
BCI;La Mulata;La mejor cocina fusión peruana en Iquique;40% dcto · Todos los jueves;40;$40.000;Jueves;;La Mulata, Iquique;Exclusivo con tus tarjetas Bci Visa Signature, Visa Infinite y Mastercard Black;Presencial;Región Iquique;2026-08-01 → 2026-10-01;https://lamulata.cl/;40% de descuento con tope de $40.000 al momento de pagar en el comercio.  / Para hacer efectivo el descuento Bci, debes solicitarlo en el restaurante antes de realizar la compra. / Descuento no aplica sobre el costo de propina. /  No acumulable con otras promociones y/o descuentos.  / Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta Líder Bci. /  / Legal: 40% de descuento en el total de la cuenta, con tope de $40.000, pagando con tus Tarjetas de Crédito Bci Mastercard Black, Visa Signature y Visa Infinte. Válido solo para compras presenciales, no se consideran las compras a través de otros canales. Para hacer efectivo el descuento, debes solicitarlo al momento de pedir la cuenta. Este beneficio se podrá utilizar solo una vez al día y no es acumulable con otras promociones y/o descuentos. Descuento no aplica sobre el costo de propina. El beneficio se aplica de manera presencial según la disponibilidad de cada comercio. Los precios, calidad, estado y entrega de los productos y servicios ofrecidos son de exclusiva responsabilidad de los comercios adheridos, sin responsabilidad alguna de Bci en ello ni en la ulterior atención que se demande. Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta MACH y Lider Bci.
BCI;La Parrilla del Guaton Jerez;Vive una experiencia en parrilladas en Vitacura;40% dcto · Todos los viernes;40;$40.000;Viernes;;La Parrilla del Guaton Jerez, Vitacura;Exclusivo con tus tarjetas de Crédito Bci.;Presencial;Región Metropolitana;2026-08-01 → 2026-10-01;https://www.laparrilladelguatonjerez.cl/;40% de descuento con tope de $40.000 al momento de pagar en el comercio.  / Para hacer efectivo el descuento Bci, debes solicitarlo en el restaurante antes de realizar la compra. / Descuento no aplica sobre el costo de propina. / No acumulable con otras promociones y/o descuentos.  / Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta Líder Bci. /  / Legal: 40% de descuento en el total de la cuenta, con tope de $40.000 pagando con Tarjetas de Crédito Bci. Válido solo para compras presenciales, no se consideran las compras a través de otros canales. Para hacer efectivo el descuento, debes solicitarlo al momento de pedir la cuenta. Este beneficio se podrá utilizar solo una vez al día y no es acumulable con otras promociones y/o descuentos. Descuento no aplica sobre el costo de propina. El beneficio se aplica de manera presencial según la disponibilidad de cada comercio. Los precios, calidad, estado y entrega de los productos y servicios ofrecidos son de exclusiva responsabilidad de los comercios adheridos, sin responsabilidad alguna de Bci en ello ni en la ulterior atención que se demande. Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta  MACH y Lider Bci.
BCI;La Santoría;Restaurante de comida Italiana en Providencia;40% dcto · Lunes, martes y domingo;40;$40.000;Lunes, Martes, Domingo;;La Santoría, Providencia;Exclusivo con tus tarjetas de Crédito o Débito Bci.;Presencial;Región Metropolitana;2026-08-01 → 2026-10-01;https://www.instagram.com/barlasantoria/?hl=en;Aplica para Tarjetas Mastercard Business y Visa Business. / 40% de descuento con tope de $40.000 al momento de pagar en el comercio.  / Para hacer efectivo el descuento Bci, debes solicitarlo en el restaurante antes de realizar la compra. / Descuento no aplica sobre el costo de propina. / No acumulable con otras promociones y/o descuentos.  / Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta Líder Bci. /  / Legal: 40% de descuento en el total de la cuenta, con tope de $40.000 pagando con Tarjetas de Débito y Crédito Bci, Mastercard Business y Visa Business. Válido solo para compras presenciales, no se consideran las compras a través de otros canales. Para hacer efectivo el descuento, debes solicitarlo al momento de pedir la cuenta. Este beneficio se podrá utilizar solo una vez al día y no es acumulable con otras promociones y/o descuentos. Descuento no aplica sobre el costo de propina. El beneficio se aplica de manera presencial según la disponibilidad de cada comercio. Los precios, calidad, estado y entrega de los productos y servicios ofrecidos son de exclusiva responsabilidad de los comercios adheridos, sin responsabilidad alguna de Bci en ello ni en la ulterior atención que se demande. Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta  MACH y Lider Bci.
BCI;Las Tranqueras;Carnes para disfrutar en Temuco;40% dcto · Todos los miércoles;40;$40.000;Miércoles;;;Exclusivo con tus tarjetas de Crédito Bci.;Presencial;;2026-08-01 → 2026-10-01;https://www.bci.cl/beneficios/beneficios-bci/detalle/carnes-para-disfrutar-en-temuco-ue5qshp;40% de descuento con tope de $40.000 pagando con tus Tarjetas de Crédito Bci.  / Para hacer efectivo el descuento Bci, debes solicitarlo en el restaurante antes de realizar la compra. / Descuento no aplica sobre el costo de propina. / No acumulable con otras promociones y/o descuentos.  / Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta Líder Bci. /  / Legal: 40% de descuento en el total de la cuenta, con tope de $40.000 pagando con Tarjetas de Crédito Bci. Promoción incluye una cortesía de regalo pagando con tu Tarjetas de Crédito Bci Mastercard Black, Visa Signature y Visa Infinte. Válido solo para compras presenciales, no se consideran las compras a través de otros canales. Para hacer efectivo el descuento, debes solicitarlo al momento de pedir la cuenta. Este beneficio se podrá utilizar solo una vez al día y no es acumulable con otras promociones y/o descuentos. Descuento no aplica sobre el costo de propina. El beneficio se aplica de manera presencial según la disponibilidad de cada comercio. Los precios, calidad, estado y entrega de los productos y servicios ofrecidos son de exclusiva responsabilidad de los comercios adheridos, sin responsabilidad alguna de Bci en ello ni en la ulterior atención que se demande. Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta  MACH y Lider Bci.
BCI;Lebol;;20% dcto · Todos los viernes;20;$20.000;Viernes;;;Exclusivo con tus tarjetas de Crédito o Débito Bci.;;;2026-08-01 → 2026-10-01;https://lebolrestobar.cl/;20% de descuento con tope de $20.000 por cliente al día. / Para hacer efectivo el descuento Bci, debes solicitarlo en el restaurante antes de realizar la compra. / Descuento no aplica sobre el costo de propina. / No acumulable con otras promociones y/o descuentos.  / Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta Líder Bci. /  / Legal: 20% de descuento pagando con Tarjetas de Débito y Crédito Bci, con un tope de $20.000 por cliente al día. Válido solo para compras presenciales, no se consideran las compras a través de otros canales. Para hacer efectivo el descuento, debes solicitarlo al momento de pedir la cuenta. Este beneficio se podrá utilizar solo una vez al día y no es acumulable con otras promociones y/o descuentos. Descuento no aplica sobre el costo de propina. El beneficio se aplica de manera presencial según la disponibilidad de cada comercio. Los precios, calidad, estado y entrega de los productos y servicios ofrecidos son de exclusiva responsabilidad de los comercios adheridos, sin responsabilidad alguna de Bci en ello ni en la ulterior atención que se demande. Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta MACH y Lider Bci.
BCI;Oporto salvaje;;40% dcto · Todos los sábados;40;$40.000;Sábado;;Oporto salvaje, Las Condes;Exclusivo con tus tarjetas de Crédito Bci.;Presencial;Región Metropolitana;2026-08-01 → 2026-10-01;https://www.bci.cl/beneficios/beneficios-bci/detalle/disfruta-todos-los-sabados-en-isidora-goyenechea-zqjlz5x;40% de descuento con tope de $40.000 al momento de pagar en el comercio.  / Para hacer efectivo el descuento Bci, debes solicitarlo en el restaurante antes de realizar la compra. / Descuento no aplica sobre el costo de propina. / No acumulable con otras promociones y/o descuentos.  / Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta Líder Bci. /  / Legal: 40% de descuento en el total de la cuenta, con tope de $40.000 pagando con Tarjetas de Crédito Bci. Válido solo para compras presenciales, no se consideran las compras a través de otros canales. Para hacer efectivo el descuento, debes solicitarlo al momento de pedir la cuenta. Este beneficio se podrá utilizar solo una vez al día y no es acumulable con otras promociones y/o descuentos. Descuento no aplica sobre el costo de propina. El beneficio se aplica de manera presencial según la disponibilidad de cada comercio. Los precios, calidad, estado y entrega de los productos y servicios ofrecidos son de exclusiva responsabilidad de los comercios adheridos, sin responsabilidad alguna de Bci en ello ni en la ulterior atención que se demande. Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta  MACH y Lider Bci.
BCI;Parrilla el Galpón;Osorno;40% dcto · Todos los viernes;40;$40.000;Viernes;;;Exclusivo con tus Tarjetas de Crédito Bci Mastercard Black, Visa Signature y Visa Infinite;Presencial;;2026-08-01 → 2026-10-01;https://www.instagram.com/el_galponparrilla/;40% de descuento con tope de $40.000 al momento de pagar en el comercio.  / Para hacer efectivo el descuento Bci, debes solicitarlo en el restaurante antes de realizar la compra. / Descuento no aplica sobre el costo de propina. /  No acumulable con otras promociones y/o descuentos.  / Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta Líder Bci. /  / Legal: 40% de descuento en el total de la cuenta, con tope de $40.000, pagando con tus Tarjetas de Crédito Bci Mastercard Black, Visa Signature y Visa Infinte. Válido solo para compras presenciales, no se consideran las compras a través de otros canales. Para hacer efectivo el descuento, debes solicitarlo al momento de pedir la cuenta. Este beneficio se podrá utilizar solo una vez al día y no es acumulable con otras promociones y/o descuentos. Descuento no aplica sobre el costo de propina. El beneficio se aplica de manera presencial según la disponibilidad de cada comercio. Los precios, calidad, estado y entrega de los productos y servicios ofrecidos son de exclusiva responsabilidad de los comercios adheridos, sin responsabilidad alguna de Bci en ello ni en la ulterior atención que se demande. Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta MACH y Lider Bci.
BCI;Piegari;;40% dcto · Todos los viernes;40;$40.000;Viernes;;Piegari, Vitacura;Exclusivo con tus Tarjetas de Crédito Bci Mastercard Black, Visa Signature y Visa Infinite;Presencial;Región Metropolitana;2026-08-01 → 2026-10-01;https://piegari.cl/;40% de descuento con tope de $40.000 al momento de pagar en el comercio.  / Para hacer efectivo el descuento Bci, debes solicitarlo en el restaurante antes de realizar la compra. / Descuento no aplica sobre el costo de propina. / No acumulable con otras promociones y/o descuentos.  / Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta Líder Bci. /  / Legal: 40% de descuento en el total de la cuenta, con tope de $40.000 pagando con Tarjetas de Crédito Bci Mastercard Black, Visa Signature y Visa Infinte. Válido solo para compras presenciales, no se consideran las compras a través de otros canales. Para hacer efectivo el descuento, debes solicitarlo al momento de pedir la cuenta. Este beneficio se podrá utilizar solo una vez al día y no es acumulable con otras promociones y/o descuentos. Descuento no aplica sobre el costo de propina. El beneficio se aplica de manera presencial según la disponibilidad de cada comercio. Los precios, calidad, estado y entrega de los productos y servicios ofrecidos son de exclusiva responsabilidad de los comercios adheridos, sin responsabilidad alguna de Bci en ello ni en la ulterior atención que se demande. Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta  MACH y Lider Bci.
BCI;Raidho;;40% dcto · Todos los domingos;40;$40.000;Domingo;;;Exclusivo con tus tarjetas de Crédito Bci.;Presencial;;2026-08-01 → 2026-10-01;https://www.instagram.com/raidhorest/?hl=es;40% de descuento con tope de $40.000 al momento de pagar en el comercio.  / Para hacer efectivo el descuento Bci, debes solicitarlo en el restaurante antes de realizar la compra. / Descuento no aplica sobre el costo de propina. / No acumulable con otras promociones y/o descuentos.  / Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta Líder Bci. /  / Legal: 40% de descuento en el total de la cuenta, con tope de $40.000 pagando con Tarjetas de Crédito Bci. Válido solo para compras presenciales, no se consideran las compras a través de otros canales. Para hacer efectivo el descuento, debes solicitarlo al momento de pedir la cuenta. Este beneficio se podrá utilizar solo una vez al día y no es acumulable con otras promociones y/o descuentos. Descuento no aplica sobre el costo de propina. El beneficio se aplica de manera presencial según la disponibilidad de cada comercio. Los precios, calidad, estado y entrega de los productos y servicios ofrecidos son de exclusiva responsabilidad de los comercios adheridos, sin responsabilidad alguna de Bci en ello ni en la ulterior atención que se demande. Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta  MACH y Lider Bci.
BCI;Restaurant Travesía;Vina del Mar;20% dcto · Todos los miércoles;20;Sin tope;Miércoles;;Restaurant Travesía, Viña del mar;Exclusivo con tus tarjetas de Crédito o Débito Bci.;Presencial;;2026-08-01 → 2026-10-01;https://www.travesiarestaurant.com/;20% de descuento sin tope al momento de pagar en el comercio.  / Para hacer efectivo el descuento Bci, debes solicitarlo en el restaurante antes de realizar la compra. / Descuento no aplica sobre el costo de propina. / No acumulable con otras promociones y/o descuentos.  / Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta Líder Bci. /  / Legal: 20% de descuento pagando con Tarjetas de Débito y Crédito Bci, sin tope. Válido solo para compras presenciales, no se consideran las compras a través de otros canales. Para hacer efectivo el descuento, debes solicitarlo al momento de pedir la cuenta. Este beneficio se podrá utilizar solo una vez al día y no es acumulable con otras promociones y/o descuentos. Descuento no aplica sobre el costo de propina. El beneficio se aplica de manera presencial según la disponibilidad de cada comercio. Los precios, calidad, estado y entrega de los productos y servicios ofrecidos son de exclusiva responsabilidad de los comercios adheridos, sin responsabilidad alguna de Bci en ello ni en la ulterior atención que se demande. Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta MACH y Lider Bci.
BCI;Sushi Home;Perfecto para salir con amigos en Renaca;40% dcto · Todos los viernes;40;$40.000;Viernes;;Sushi Home, Viña del mar;Exclusivo con tus tarjetas de Crédito Bci.;Presencial;;2026-08-01 → 2026-10-01;https://www.sushihome.cl/;40% de descuento con tope de $40.000 al momento de pagar en el comercio.  / Para hacer efectivo el descuento Bci, debes solicitarlo en el restaurante antes de realizar la compra. / Descuento no aplica sobre el costo de propina. / No acumulable con otras promociones y/o descuentos.  / Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta Líder Bci. /  / Legal: 40% de descuento en el total de la cuenta, con tope de $40.000 pagando con Tarjetas de Crédito Bci. Válido solo para compras presenciales, no se consideran las compras a través de otros canales. Para hacer efectivo el descuento, debes solicitarlo al momento de pedir la cuenta. Este beneficio se podrá utilizar solo una vez al día y no es acumulable con otras promociones y/o descuentos. Descuento no aplica sobre el costo de propina. El beneficio se aplica de manera presencial según la disponibilidad de cada comercio. Los precios, calidad, estado y entrega de los productos y servicios ofrecidos son de exclusiva responsabilidad de los comercios adheridos, sin responsabilidad alguna de Bci en ello ni en la ulterior atención que se demande. Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta  MACH y Lider Bci.
BCI;Tigre Bravo;Descubre este espacio gastronómico en Maipú;40% dcto · Todos los lunes;40;$40.000;Lunes, Martes, Jueves;;Tigre Bravo, Maipú;Exclusivo con tus tarjetas de Crédito Bci.;Presencial;Región Metropolitana;2026-08-01 → 2026-10-01;https://www.tigrebravo.cl/locales/;40% de descuento con tope de $40.000 al momento de pagar en el comercio.  / Para hacer efectivo el descuento Bci, debes solicitarlo en el restaurante antes de realizar la compra. / Descuento no aplica sobre el costo de propina. / No acumulable con otras promociones y/o descuentos.  / Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta Líder Bci. /  / Legal: 40% de descuento en el total de la cuenta, con tope de $40.000 pagando con Tarjetas de Crédito Bci. Válido solo para compras presenciales, no se consideran las compras a través de otros canales. Para hacer efectivo el descuento, debes solicitarlo al momento de pedir la cuenta. Este beneficio se podrá utilizar solo una vez al día y no es acumulable con otras promociones y/o descuentos. Descuento no aplica sobre el costo de propina. El beneficio se aplica de manera presencial según la disponibilidad de cada comercio. Los precios, calidad, estado y entrega de los productos y servicios ofrecidos son de exclusiva responsabilidad de los comercios adheridos, sin responsabilidad alguna de Bci en ello ni en la ulterior atención que se demande. Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta  MACH y Lider Bci.
BCI;Kechua;Vitacura - Providencia y Nunoa;40% dcto · Todos los viernes;40;$40.000;Viernes;;Kechua, Vitacura;Exclusivo con tus tarjetas de Crédito Bci.;Presencial;Región Metropolitana;2026-08-01 → 2026-10-01;https://www.kechuarestaurantes.cl/;40% de descuento con tope de $40.000 al momento de pagar en el comercio.  / Para hacer efectivo el descuento Bci, debes solicitarlo en el restaurante antes de realizar la compra. / Descuento no aplica sobre el costo de propina. / No acumulable con otras promociones y/o descuentos.  / Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta Líder Bci. /  / Legal: 40% de descuento en el total de la cuenta, con tope de $40.000 pagando con Tarjetas de Crédito Bci. Válido solo para compras presenciales, no se consideran las compras a través de otros canales. Para hacer efectivo el descuento, debes solicitarlo al momento de pedir la cuenta. Este beneficio se podrá utilizar solo una vez al día y no es acumulable con otras promociones y/o descuentos. Descuento no aplica sobre el costo de propina. El beneficio se aplica de manera presencial según la disponibilidad de cada comercio. Los precios, calidad, estado y entrega de los productos y servicios ofrecidos son de exclusiva responsabilidad de los comercios adheridos, sin responsabilidad alguna de Bci en ello ni en la ulterior atención que se demande. Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta  MACH y Lider Bci.
BCI;La Cocina de Javier;;50% dcto · Todos los jueves;50;$100.000;Jueves;;La Cocina de Javier, Vitacura;Exclusivo con tus arjetas de Crédito Bci Mastercard Black, Visa Signature y Visa Infinite;Presencial;Región Metropolitana;2026-08-01 → 2026-10-01;https://www.instagram.com/cocinadejavier/?hl=es;50% de descuento con tope de $100.000 al momento de pagar en el comercio. / Para hacer efectivo el descuento Bci, debes solicitarlo en el restaurante antes de realizar la compra. / Descuento no aplica sobre el costo de propina. /  No acumulable con otras promociones y/o descuentos.  / Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta Líder Bci. /  / Legal: 50% de descuento en el total de la cuenta, con tope de $100.000, pagando con tus Tarjetas de Crédito Bci Mastercard Black, Visa Signature y Visa Infinte. Válido solo para compras presenciales, no se consideran las compras a través de otros canales. Para hacer efectivo el descuento, debes solicitarlo al momento de pedir la cuenta. Este beneficio se podrá utilizar solo una vez al día y no es acumulable con otras promociones y/o descuentos. Descuento no aplica sobre el costo de propina. El beneficio se aplica de manera presencial según la disponibilidad de cada comercio. Los precios, calidad, estado y entrega de los productos y servicios ofrecidos son de exclusiva responsabilidad de los comercios adheridos, sin responsabilidad alguna de Bci en ello ni en la ulterior atención que se demande. Se excluyen de este beneficio Tarjetas de Crédito Corporate, tarjetas emitidas por filiales y sociedades de apoyo al giro de Bci, como Tarjeta MACH y Lider Bci.
